date,sl,offered,Aband,ASA,staff
9/1/2022 9:00,0.97,1286,27,0.37,604
9/1/2022 9:15,0.7,1130,64,1.26,684
9/1/2022 9:30,0.98,1023,12,0.5,702
9/1/2022 9:45,0.99,954,4,0.21,700
9/1/2022 10:00,0.98,1037,13,0.4,688
9/1/2022 10:15,0.89,1086,72,1.25,668
9/1/2022 10:30,0.43,1120,114,1.8,649
9/1/2022 10:45,0.58,1103,89,1.71,656
9/1/2022 11:00,0.5,1096,110,1.72,661
9/1/2022 11:15,0.93,1110,38,1.12,670
9/1/2022 11:30,0.98,1001,16,0.48,671
9/1/2022 11:45,0.99,965,3,0.22,672
9/1/2022 12:00,0.97,889,28,0.76,568
9/1/2022 12:15,0.99,1038,3,0.27,676
9/1/2022 12:30,0.99,898,2,0.23,661
9/1/2022 12:45,0.99,822,3,0.22,619
9/1/2022 13:00,0.47,784,93,1.76,516
9/1/2022 13:15,0.67,830,81,1.66,530
9/1/2022 13:30,0.9,803,51,1.29,544
9/1/2022 13:45,0.96,785,20,0.72,553
9/1/2022 14:00,0.99,882,1,0.34,589
9/1/2022 14:15,0.98,778,3,0.29,641
9/1/2022 14:30,0.99,862,1,0.25,645
9/1/2022 14:45,0.98,839,15,0.41,625
9/1/2022 15:00,0.97,861,24,0.77,605
9/1/2022 15:15,0.94,890,32,1.02,640
9/1/2022 15:30,0.97,885,21,0.78,639
9/1/2022 15:45,0.96,817,20,0.7,599
9/1/2022 16:00,0.97,844,20,0.76,587
9/1/2022 16:15,0.95,852,33,0.95,589
9/1/2022 16:30,0.85,854,63,1.21,595
9/1/2022 16:45,0.41,834,112,1.92,575
9/1/2022 17:00,0.22,945,163,2.33,519
9/1/2022 17:15,0.45,942,97,1.91,567
9/1/2022 17:30,0.95,923,32,1.17,589
9/1/2022 17:45,0.91,731,31,0.7,553
9/1/2022 18:00,0.89,850,64,1.07,519
9/1/2022 18:15,0.91,868,72,0.75,528
9/1/2022 18:30,0.93,856,55,0.74,519
9/1/2022 18:45,0.95,797,37,0.46,514
9/1/2022 19:00,0.66,776,106,1.33,456
9/1/2022 19:15,0.31,830,153,2.08,460
9/1/2022 19:30,0.5,808,135,1.79,481
9/1/2022 19:45,0.47,798,142,1.83,461
9/1/2022 20:00,0.38,819,146,1.98,466
9/1/2022 20:15,0.66,785,100,1.59,471
9/1/2022 20:30,0.91,779,59,1,498
9/1/2022 20:45,0.97,636,16,0.16,509
9/1/2022 21:00,0.94,63,4,0.41,460
9/1/2022 21:15,1,0,0,0,135
9/2/2022 9:00,0.96,1282,31,0.33,616
9/2/2022 9:15,0.17,1186,190,2.43,675
9/2/2022 9:30,0.32,1184,164,2.13,697
9/2/2022 9:45,0.26,1180,177,2.23,685
9/2/2022 10:00,0.2,1291,241,2.53,688
9/2/2022 10:15,0.11,1222,231,2.97,684
9/2/2022 10:30,0.17,1235,206,2.8,700
9/2/2022 10:45,0.19,1216,212,2.67,697
9/2/2022 11:00,0.15,1247,219,3.03,691
9/2/2022 11:15,0.21,1136,176,2.86,711
9/2/2022 11:30,0.35,1128,142,2.23,699
9/2/2022 11:45,0.4,1127,128,2.07,675
9/2/2022 12:00,0.16,1014,181,2.58,593
9/2/2022 12:15,0.88,1208,49,1.25,707
9/2/2022 12:30,0.98,1088,12,0.48,735
9/2/2022 12:45,0.99,970,3,0.24,700
9/2/2022 13:00,0.76,883,62,1.14,597
9/2/2022 13:15,0.46,1032,113,1.92,577
9/2/2022 13:30,0.73,955,80,1.7,600
9/2/2022 13:45,0.92,918,44,1.55,595
9/2/2022 14:00,0.95,1016,23,0.94,653
9/2/2022 14:15,0.96,891,21,0.73,656
9/2/2022 14:30,0.96,964,18,0.85,641
9/2/2022 14:45,0.94,947,23,1.05,652
9/2/2022 15:00,0.7,983,86,1.82,619
9/2/2022 15:15,0.39,1032,107,2.14,637
9/2/2022 15:30,0.73,1080,73,2.1,666
9/2/2022 15:45,0.57,1059,94,1.98,655
9/2/2022 16:00,0.46,1033,112,2.39,654
9/2/2022 16:15,0.54,1077,102,1.97,671
9/2/2022 16:30,0.84,1024,79,1.75,676
9/2/2022 16:45,0.19,1054,158,2.73,652
9/2/2022 17:00,0.18,1006,167,2.84,575
9/2/2022 17:15,0.25,1075,130,2.46,602
9/2/2022 17:30,0.83,1016,37,1.34,630
9/2/2022 17:45,0.62,946,90,1.6,615
9/2/2022 18:00,0.44,1059,177,1.87,580
9/2/2022 18:15,0.72,1033,122,1.53,585
9/2/2022 18:30,0.88,954,90,1.41,596
9/2/2022 18:45,0.91,910,73,1.05,580
9/2/2022 19:00,0.71,964,130,1.66,555
9/2/2022 19:15,0.37,936,167,2.16,540
9/2/2022 19:30,0.27,921,181,2.38,526
9/2/2022 19:45,0.21,938,230,2.54,524
9/2/2022 20:00,0.27,912,169,2.31,524
9/2/2022 20:15,0.82,832,62,1.3,548
9/2/2022 20:30,0.94,773,34,0.63,568
9/2/2022 20:45,0.94,650,25,0.44,561
9/2/2022 21:00,0.89,87,9,1.15,501
9/2/2022 21:15,1,0,0,0,123
9/3/2022 9:00,0.8,1240,82,0.65,534
9/3/2022 9:15,0.22,1196,232,2.68,579
9/3/2022 9:30,0.21,1117,213,2.58,617
9/3/2022 9:45,0.11,1185,274,3.23,618
9/3/2022 10:00,0.11,1214,324,3.22,629
9/3/2022 10:15,0.11,1229,283,3.15,617
9/3/2022 10:30,0.09,1302,339,3.34,605
9/3/2022 10:45,0.07,1250,385,3.88,591
9/3/2022 11:00,0.08,1230,353,3.97,577
9/3/2022 11:15,0.08,1206,309,3.94,577
9/3/2022 11:30,0.14,1187,258,3.06,578
9/3/2022 11:45,0.1,1134,269,3.46,562
9/3/2022 12:00,0.1,1031,300,3.55,516
9/3/2022 12:15,0.49,1071,83,1.85,616
9/3/2022 12:30,0.6,1095,107,1.64,617
9/3/2022 12:45,0.31,1052,209,2.24,580
9/3/2022 13:00,0.09,1061,325,3.46,504
9/3/2022 13:15,0.09,1032,288,3.57,490
9/3/2022 13:30,0.08,1053,274,3.6,509
9/3/2022 13:45,0.12,1020,245,3.29,519
9/3/2022 14:00,0.15,1039,199,2.95,525
9/3/2022 14:15,0.23,1027,186,2.46,588
9/3/2022 14:30,0.18,1167,217,2.75,612
9/3/2022 14:45,0.16,1097,180,2.77,621
9/3/2022 15:00,0.16,1086,190,2.66,594
9/3/2022 15:15,0.25,1037,148,2.45,588
9/3/2022 15:30,0.14,1089,188,2.76,576
9/3/2022 15:45,0.15,1047,173,2.61,596
9/3/2022 16:00,0.16,1041,177,2.68,584
9/3/2022 16:15,0.15,1068,191,2.57,584
9/3/2022 16:30,0.13,1030,180,2.68,575
9/3/2022 16:45,0.08,1081,245,2.98,551
9/3/2022 17:00,0.07,1018,270,3.47,516
9/3/2022 17:15,0.13,1038,213,3.19,530
9/3/2022 17:30,0.2,1084,194,2.74,538
9/3/2022 17:45,0.23,959,223,2.44,519
9/3/2022 18:00,0.14,1039,236,2.82,481
9/3/2022 18:15,0.23,990,215,2.39,485
9/3/2022 18:30,0.33,919,163,2.15,486
9/3/2022 18:45,0.35,892,162,2.11,480
9/3/2022 19:00,0.14,886,231,2.82,454
9/3/2022 19:15,0.08,883,241,3.07,446
9/3/2022 19:30,0.11,859,209,2.95,440
9/3/2022 19:45,0.31,832,143,2.18,441
9/3/2022 20:00,0.5,836,138,1.73,448
9/3/2022 20:15,0.74,814,108,1.46,460
9/3/2022 20:30,0.8,790,56,1.25,486
9/3/2022 20:45,0.95,642,30,0.25,487
9/3/2022 21:00,0.77,74,4,1.43,423
9/3/2022 21:15,1,0,0,0,137
9/4/2022 9:00,0.97,1221,24,0.37,594
9/4/2022 9:15,0.38,1151,144,1.84,674
9/4/2022 9:30,0.41,1142,117,1.84,683
9/4/2022 9:45,0.3,1143,159,2.21,677
9/4/2022 10:00,0.5,1179,143,1.82,694
9/4/2022 10:15,0.25,1194,190,2.34,671
9/4/2022 10:30,0.13,1205,229,2.84,658
9/4/2022 10:45,0.15,1219,227,2.83,678
9/4/2022 11:00,0.12,1202,228,3.12,669
9/4/2022 11:15,0.36,1105,124,2.14,678
9/4/2022 11:30,0.57,1057,89,1.92,675
9/4/2022 11:45,0.67,1066,99,1.81,675
9/4/2022 12:00,0.28,987,144,2.51,591
9/4/2022 12:15,0.87,1135,36,1.33,665
9/4/2022 12:30,0.96,1134,36,0.98,662
9/4/2022 12:45,0.94,939,39,1.13,635
9/4/2022 13:00,0.54,903,78,1.69,559
9/4/2022 13:15,0.44,979,98,1.91,566
9/4/2022 13:30,0.66,962,83,1.55,587
9/4/2022 13:45,0.71,979,82,1.48,590
9/4/2022 14:00,0.94,1065,46,1.11,606
9/4/2022 14:15,0.76,1073,71,1.4,634
9/4/2022 14:30,0.97,1075,24,0.84,647
9/4/2022 14:45,0.98,1000,13,0.63,643
9/4/2022 15:00,0.98,1020,14,0.52,633
9/4/2022 15:15,0.99,980,7,0.26,645
9/4/2022 15:30,0.98,966,8,0.41,620
9/4/2022 15:45,0.83,910,52,1.36,609
9/4/2022 16:00,0.3,1057,121,2.04,591
9/4/2022 16:15,0.76,1066,87,1.56,617
9/4/2022 16:30,0.75,1086,77,1.53,644
9/4/2022 16:45,0.45,1041,137,1.95,632
9/4/2022 17:00,0.21,1087,144,2.41,600
9/4/2022 17:15,0.4,1030,129,1.94,612
9/4/2022 17:30,0.19,1011,154,2.49,601
9/4/2022 17:45,0.08,1034,257,2.9,569
9/4/2022 18:00,0.14,1066,223,2.95,509
9/4/2022 18:15,0.32,970,176,1.99,526
9/4/2022 18:30,0.64,1027,115,1.52,552
9/4/2022 18:45,0.47,951,157,1.89,554
9/4/2022 19:00,0.25,991,210,2.31,509
9/4/2022 19:15,0.26,881,160,2.27,497
9/4/2022 19:30,0.32,882,167,2.22,493
9/4/2022 19:45,0.2,903,212,2.46,484
9/4/2022 20:00,0.11,981,267,2.9,475
9/4/2022 20:15,0.22,908,163,2.45,486
9/4/2022 20:30,0.58,848,97,1.74,510
9/4/2022 20:45,0.94,634,26,0.75,505
9/4/2022 21:00,0.82,79,7,1.44,428
9/4/2022 21:15,1,0,0,0,107
9/5/2022 9:00,0.98,1237,17,0.38,585
9/5/2022 9:15,0.55,1129,85,1.5,692
9/5/2022 9:30,0.8,1103,41,1.23,715
9/5/2022 9:45,0.98,1014,13,0.65,711
9/5/2022 10:00,0.94,1098,45,0.87,717
9/5/2022 10:15,0.63,1108,110,1.56,695
9/5/2022 10:30,0.23,1187,196,2.39,685
9/5/2022 10:45,0.27,1222,187,2.25,706
9/5/2022 11:00,0.13,1249,248,2.84,690
9/5/2022 11:15,0.24,1138,157,2.41,689
9/5/2022 11:30,0.78,1059,64,1.44,677
9/5/2022 11:45,0.9,1038,57,1.31,669
9/5/2022 12:00,0.53,962,109,1.67,623
9/5/2022 12:15,0.94,1112,8,0.48,739
9/5/2022 12:30,1,1014,1,0.21,729
9/5/2022 12:45,0.99,909,5,0.25,640
9/5/2022 13:00,0.98,876,15,0.58,563
9/5/2022 13:15,0.99,832,9,0.69,547
9/5/2022 13:30,0.97,903,18,0.69,557
9/5/2022 13:45,0.99,779,8,0.51,570
9/5/2022 14:00,0.98,862,10,0.58,564
9/5/2022 14:15,0.87,915,47,1.13,575
9/5/2022 14:30,0.83,974,56,1.35,588
9/5/2022 14:45,0.96,929,34,1,603
9/5/2022 15:00,0.78,970,75,1.42,581
9/5/2022 15:15,0.7,986,79,1.51,602
9/5/2022 15:30,0.77,985,73,1.46,600
9/5/2022 15:45,0.89,953,42,1.3,581
9/5/2022 16:00,0.52,1005,112,1.8,586
9/5/2022 16:15,0.83,1023,69,1.36,619
9/5/2022 16:30,0.79,1049,69,1.34,636
9/5/2022 16:45,0.76,960,80,1.47,642
9/5/2022 17:00,0.32,1028,118,2,599
9/5/2022 17:15,0.37,988,117,2.05,603
9/5/2022 17:30,0.27,1015,157,2.23,559
9/5/2022 17:45,0.21,875,172,2.35,519
9/5/2022 18:00,0.21,1052,181,2.41,517
9/5/2022 18:15,0.56,925,134,1.66,536
9/5/2022 18:30,0.86,988,102,1.23,560
9/5/2022 18:45,0.79,909,111,1.26,589
9/5/2022 19:00,0.74,905,100,1.46,551
9/5/2022 19:15,0.54,869,133,1.79,540
9/5/2022 19:30,0.4,909,141,1.99,543
9/5/2022 19:45,0.3,881,149,2.16,530
9/5/2022 20:00,0.51,904,114,1.74,532
9/5/2022 20:15,0.9,850,67,1.07,548
9/5/2022 20:30,0.95,838,38,0.48,553
9/5/2022 20:45,0.96,667,17,0.24,540
9/5/2022 21:00,0.82,76,8,0.99,481
9/5/2022 21:15,1,0,0,0,137
9/6/2022 9:00,0.8,1333,85,0.62,603
9/6/2022 9:15,0.25,1220,202,2.52,678
9/6/2022 9:30,0.3,1176,166,2.16,701
9/6/2022 9:45,0.2,1153,201,2.51,694
9/6/2022 10:00,0.15,1284,277,2.86,705
9/6/2022 10:15,0.09,1279,319,3.34,677
9/6/2022 10:30,0.14,1194,226,2.89,664
9/6/2022 10:45,0.14,1159,241,2.76,650
9/6/2022 11:00,0.12,1246,241,2.77,651
9/6/2022 11:15,0.21,1141,176,2.3,679
9/6/2022 11:30,0.6,1048,86,1.6,672
9/6/2022 11:45,0.58,1037,92,1.66,681
9/6/2022 12:00,0.36,1051,155,2.08,642
9/6/2022 12:15,0.94,1040,25,0.86,711
9/6/2022 12:30,0.98,1008,14,0.45,706
9/6/2022 12:45,0.83,884,60,0.79,645
9/6/2022 13:00,0.2,914,224,2.56,513
9/6/2022 13:15,0.15,1036,212,2.72,529
9/6/2022 13:30,0.22,973,160,2.44,563
9/6/2022 13:45,0.22,846,130,2.31,559
9/6/2022 14:00,0.28,957,158,2.25,548
9/6/2022 14:15,0.34,972,117,2.07,607
9/6/2022 14:30,0.53,984,94,1.72,633
9/6/2022 14:45,0.75,933,91,1.48,636
9/6/2022 15:00,0.28,1057,160,2.14,603
9/6/2022 15:15,0.4,973,119,1.99,627
9/6/2022 15:30,0.22,1060,137,2.36,645
9/6/2022 15:45,0.41,909,101,1.91,626
9/6/2022 16:00,0.31,1030,133,2.12,651
9/6/2022 16:15,0.35,1035,117,2.05,685
9/6/2022 16:30,0.65,1036,72,1.65,717
9/6/2022 16:45,0.65,912,92,1.55,671
9/6/2022 17:00,0.21,1036,184,2.42,607
9/6/2022 17:15,0.19,1075,173,2.39,611
9/6/2022 17:30,0.25,990,149,2.31,606
9/6/2022 17:45,0.22,919,171,2.36,580
9/6/2022 18:00,0.23,1036,234,2.39,537
9/6/2022 18:15,0.27,972,187,2.32,538
9/6/2022 18:30,0.43,947,167,1.91,556
9/6/2022 18:45,0.48,905,144,1.81,554
9/6/2022 19:00,0.22,963,220,2.43,527
9/6/2022 19:15,0.24,903,188,2.32,526
9/6/2022 19:30,0.2,932,229,2.5,511
9/6/2022 19:45,0.22,915,218,2.33,512
9/6/2022 20:00,0.3,912,180,2.22,514
9/6/2022 20:15,0.61,895,128,1.63,531
9/6/2022 20:30,0.87,856,87,1.25,550
9/6/2022 20:45,0.96,633,24,0.52,538
9/6/2022 21:00,0.56,90,11,2.31,452
9/6/2022 21:15,1,0,0,0,133
9/7/2022 9:00,0.95,1300,25,0.41,642
9/7/2022 9:15,0.47,1166,108,1.58,760
9/7/2022 9:30,0.74,1089,62,1.29,765
9/7/2022 9:45,0.97,1080,33,0.84,757
9/7/2022 10:00,0.88,1111,56,1.12,740
9/7/2022 10:15,0.71,1119,90,1.42,722
9/7/2022 10:30,0.34,1164,145,1.97,687
9/7/2022 10:45,0.26,1217,189,2.29,704
9/7/2022 11:00,0.17,1256,230,2.57,698
9/7/2022 11:15,0.32,1176,166,2.16,723
9/7/2022 11:30,0.36,1102,118,2.01,717
9/7/2022 11:45,0.5,1094,106,1.76,692
9/7/2022 12:00,0.44,1033,97,1.84,664
9/7/2022 12:15,0.99,1044,1,0.31,764
9/7/2022 12:30,0.99,913,2,0.24,763
9/7/2022 12:45,0.99,907,2,0.27,711
9/7/2022 13:00,0.55,844,117,1.58,541
9/7/2022 13:15,0.39,924,105,1.9,541
9/7/2022 13:30,0.88,881,35,1.18,577
9/7/2022 13:45,0.64,853,80,1.47,594
9/7/2022 14:00,0.92,980,35,0.94,635
9/7/2022 14:15,0.98,933,2,0.27,727
9/7/2022 14:30,0.99,909,1,0.27,728
9/7/2022 14:45,0.98,872,5,0.38,704
9/7/2022 15:00,0.97,947,12,0.57,661
9/7/2022 15:15,0.97,932,15,0.56,692
9/7/2022 15:30,0.98,956,5,0.28,707
9/7/2022 15:45,0.98,960,10,0.44,688
9/7/2022 16:00,0.98,910,2,0.32,709
9/7/2022 16:15,0.99,920,1,0.27,737
9/7/2022 16:30,0.97,979,18,0.54,700
9/7/2022 16:45,0.91,888,49,0.91,640
9/7/2022 17:00,0.34,950,149,1.9,590
9/7/2022 17:15,0.9,1000,37,1.05,640
9/7/2022 17:30,0.99,902,5,0.38,652
9/7/2022 17:45,0.92,787,33,0.61,622
9/7/2022 18:00,0.77,977,120,1.42,551
9/7/2022 18:15,0.86,913,100,1.39,569
9/7/2022 18:30,0.95,916,33,0.49,599
9/7/2022 18:45,0.94,901,49,0.57,587
9/7/2022 19:00,0.93,875,55,0.78,558
9/7/2022 19:15,0.94,836,48,0.5,557
9/7/2022 19:30,0.89,812,73,1.22,524
9/7/2022 19:45,0.87,801,79,1.32,527
9/7/2022 20:00,0.89,839,59,1.08,526
9/7/2022 20:15,0.93,855,48,0.81,553
9/7/2022 20:30,0.97,748,17,0.22,574
9/7/2022 20:45,0.96,618,18,0.22,577
9/7/2022 21:00,0.98,66,1,0.13,526
9/7/2022 21:15,1,0,0,0,145
9/8/2022 9:00,0.97,1314,33,0.41,642
9/8/2022 9:15,0.5,1165,91,1.6,749
9/8/2022 9:30,0.89,1110,48,1.2,750
9/8/2022 9:45,0.97,1031,8,0.54,746
9/8/2022 10:00,0.97,1113,12,0.5,731
9/8/2022 10:15,0.76,1106,77,1.36,693
9/8/2022 10:30,0.7,1146,111,1.5,692
9/8/2022 10:45,0.58,1072,107,1.67,684
9/8/2022 11:00,0.51,1142,114,1.85,656
9/8/2022 11:15,0.62,1149,99,1.67,673
9/8/2022 11:30,0.74,1122,61,1.37,681
9/8/2022 11:45,0.97,1059,12,0.55,680
9/8/2022 12:00,0.9,929,53,1.18,626
9/8/2022 12:15,0.99,993,3,0.26,737
9/8/2022 12:30,1,900,0,0.23,727
9/8/2022 12:45,0.99,853,4,0.21,664
9/8/2022 13:00,0.96,800,21,0.56,551
9/8/2022 13:15,0.96,863,31,1.06,542
9/8/2022 13:30,0.9,805,55,1.35,555
9/8/2022 13:45,0.92,801,49,1.26,560
9/8/2022 14:00,0.94,889,28,0.86,592
9/8/2022 14:15,0.99,889,0,0.26,647
9/8/2022 14:30,0.99,926,3,0.21,678
9/8/2022 14:45,0.99,853,6,0.27,644
9/8/2022 15:00,0.92,931,45,0.97,605
9/8/2022 15:15,0.96,929,36,0.91,648
9/8/2022 15:30,0.99,921,12,0.7,664
9/8/2022 15:45,0.98,904,11,0.59,665
9/8/2022 16:00,0.97,959,20,0.72,680
9/8/2022 16:15,0.97,951,19,0.76,687
9/8/2022 16:30,0.97,961,24,0.9,694
9/8/2022 16:45,0.94,892,36,0.72,675
9/8/2022 17:00,0.94,900,26,0.97,610
9/8/2022 17:15,0.97,939,24,0.93,595
9/8/2022 17:30,0.97,907,17,0.55,605
9/8/2022 17:45,0.91,771,33,0.83,583
9/8/2022 18:00,0.86,929,86,1.28,535
9/8/2022 18:15,0.93,923,63,1,550
9/8/2022 18:30,0.92,886,68,1.01,590
9/8/2022 18:45,0.91,866,72,0.96,596
9/8/2022 19:00,0.87,819,90,1.1,541
9/8/2022 19:15,0.87,859,89,1.34,549
9/8/2022 19:30,0.48,867,157,1.82,529
9/8/2022 19:45,0.44,904,155,1.84,529
9/8/2022 20:00,0.42,850,144,1.97,526
9/8/2022 20:15,0.86,788,44,0.92,542
9/8/2022 20:30,0.97,784,20,0.27,567
9/8/2022 20:45,0.96,609,15,0.27,579
9/8/2022 21:00,0.99,68,1,0.18,514
9/8/2022 21:15,1,0,0,0,136
9/9/2022 9:00,0.97,1260,16,0.35,666
9/9/2022 9:15,0.63,1176,86,1.45,744
9/9/2022 9:30,0.96,1098,39,0.96,755
9/9/2022 9:45,0.98,1043,8,0.63,760
9/9/2022 10:00,0.98,1048,20,0.52,752
9/9/2022 10:15,0.77,1084,84,1.25,722
9/9/2022 10:30,0.34,1155,122,1.96,697
9/9/2022 10:45,0.41,1197,123,1.93,721
9/9/2022 11:00,0.7,1149,86,1.49,720
9/9/2022 11:15,0.9,1086,51,1.18,732
9/9/2022 11:30,0.98,1065,15,0.61,742
9/9/2022 11:45,0.98,971,19,0.54,708
9/9/2022 12:00,0.47,970,144,1.77,616
9/9/2022 12:15,0.92,1066,27,1.01,687
9/9/2022 12:30,0.99,1010,7,0.51,681
9/9/2022 12:45,0.92,868,45,0.75,634
9/9/2022 13:00,0.41,903,119,1.86,536
9/9/2022 13:15,0.54,896,90,1.7,553
9/9/2022 13:30,0.63,884,77,1.61,576
9/9/2022 13:45,0.48,877,89,1.76,565
9/9/2022 14:00,0.77,942,59,1.34,602
9/9/2022 14:15,0.96,884,29,0.96,654
9/9/2022 14:30,1,898,4,0.34,662
9/9/2022 14:45,0.99,831,3,0.33,639
9/9/2022 15:00,0.89,922,55,1.05,602
9/9/2022 15:15,0.65,891,73,1.47,603
9/9/2022 15:30,0.68,988,67,1.48,657
9/9/2022 15:45,0.9,995,55,1.24,664
9/9/2022 16:00,0.65,980,77,1.51,667
9/9/2022 16:15,0.47,1030,113,1.76,678
9/9/2022 16:30,0.72,1001,64,1.54,663
9/9/2022 16:45,0.63,895,87,1.61,647
9/9/2022 17:00,0.24,954,133,2.31,560
9/9/2022 17:15,0.78,964,63,1.55,588
9/9/2022 17:30,0.96,894,39,1.15,586
9/9/2022 17:45,0.72,842,84,1.5,594
9/9/2022 18:00,0.8,952,98,1.34,585
9/9/2022 18:15,0.7,985,114,1.45,574
9/9/2022 18:30,0.95,921,41,0.6,608
9/9/2022 18:45,0.97,813,19,0.22,601
9/9/2022 19:00,0.93,792,47,0.77,541
9/9/2022 19:15,0.82,831,104,1.24,512
9/9/2022 19:30,0.86,782,84,1.27,508
9/9/2022 19:45,0.9,756,64,1.08,503
9/9/2022 20:00,0.9,754,71,1.2,492
9/9/2022 20:15,0.93,785,44,0.67,517
9/9/2022 20:30,0.98,757,14,0.2,536
9/9/2022 20:45,0.97,584,15,0.15,541
9/9/2022 21:00,0.96,69,2,0.16,472
9/9/2022 21:15,1,0,0,0,122
9/10/2022 9:00,0.75,1431,143,0.73,583
9/10/2022 9:15,0.13,1543,497,3.64,669
9/10/2022 9:30,0.12,1363,348,3.52,697
9/10/2022 9:45,0.19,1136,191,2.66,677
9/10/2022 10:00,0.17,1348,338,2.65,665
9/10/2022 10:15,0.08,1459,459,3.52,664
9/10/2022 10:30,0.08,1370,379,3.6,660
9/10/2022 10:45,0.12,1271,298,2.98,648
9/10/2022 11:00,0.27,1292,212,2.38,649
9/10/2022 11:15,0.51,1144,127,1.78,686
9/10/2022 11:30,0.93,1068,50,1.14,681
9/10/2022 11:45,0.96,971,23,0.8,658
9/10/2022 12:00,0.67,937,77,1.53,579
9/10/2022 12:15,0.98,1111,4,0.34,696
9/10/2022 12:30,0.99,990,7,0.26,693
9/10/2022 12:45,0.96,881,26,0.54,631
9/10/2022 13:00,0.36,883,160,2.06,513
9/10/2022 13:15,0.47,922,104,1.87,548
9/10/2022 13:30,0.88,898,49,1.49,572
9/10/2022 13:45,0.75,863,71,1.51,573
9/10/2022 14:00,0.94,878,28,1.03,584
9/10/2022 14:15,0.97,873,18,0.62,611
9/10/2022 14:30,0.96,871,23,0.92,593
9/10/2022 14:45,0.83,839,58,1.27,561
9/10/2022 15:00,0.41,906,116,1.93,523
9/10/2022 15:15,0.49,943,90,1.73,592
9/10/2022 15:30,0.68,976,70,1.75,614
9/10/2022 15:45,0.82,904,55,1.59,630
9/10/2022 16:00,0.89,949,62,1.4,621
9/10/2022 16:15,0.89,904,57,1.28,629
9/10/2022 16:30,0.74,952,73,1.57,607
9/10/2022 16:45,0.61,891,108,1.76,588
9/10/2022 17:00,0.16,956,175,2.54,520
9/10/2022 17:15,0.73,938,53,1.65,601
9/10/2022 17:30,0.98,915,9,0.45,599
9/10/2022 17:45,0.96,735,20,0.43,579
9/10/2022 18:00,0.88,901,100,1.31,497
9/10/2022 18:15,0.71,903,142,1.59,507
9/10/2022 18:30,0.67,902,127,1.56,522
9/10/2022 18:45,0.8,842,106,1.38,515
9/10/2022 19:00,0.54,821,155,1.79,495
9/10/2022 19:15,0.22,895,197,2.43,479
9/10/2022 19:30,0.37,839,169,2.2,469
9/10/2022 19:45,0.31,867,171,2.14,464
9/10/2022 20:00,0.42,833,134,1.93,461
9/10/2022 20:15,0.64,812,103,1.65,488
9/10/2022 20:30,0.64,842,112,1.65,503
9/10/2022 20:45,0.84,696,66,1.03,492
9/10/2022 21:00,0.41,116,12,2.14,447
9/10/2022 21:15,1,0,0,0,140
9/11/2022 9:00,0.99,1190,16,0.31,580
9/11/2022 9:15,0.7,1031,67,1.55,639
9/11/2022 9:30,0.52,1031,100,1.67,630
9/11/2022 9:45,0.32,1058,134,2.08,629
9/11/2022 10:00,0.53,1101,141,1.88,651
9/11/2022 10:15,0.16,1171,226,2.54,625
9/11/2022 10:30,0.19,1163,196,2.5,621
9/11/2022 10:45,0.31,1086,137,2.27,631
9/11/2022 11:00,0.27,1053,148,2.25,625
9/11/2022 11:15,0.19,1122,200,2.45,624
9/11/2022 11:30,0.32,1143,155,2.12,628
9/11/2022 11:45,0.61,1038,111,1.7,618
9/11/2022 12:00,0.38,984,163,2.2,563
9/11/2022 12:15,0.73,1121,80,1.59,653
9/11/2022 12:30,0.88,1039,64,1.3,664
9/11/2022 12:45,0.57,976,107,1.68,630
9/11/2022 13:00,0.15,1023,238,2.57,554
9/11/2022 13:15,0.21,1070,173,2.5,585
9/11/2022 13:30,0.26,1037,168,2.28,592
9/11/2022 13:45,0.44,1001,138,1.98,606
9/11/2022 14:00,0.54,1057,108,1.86,613
9/11/2022 14:15,0.91,1011,69,1.47,656
9/11/2022 14:30,0.97,1022,22,0.85,695
9/11/2022 14:45,0.98,972,10,0.55,674
9/11/2022 15:00,0.96,960,34,0.97,643
9/11/2022 15:15,0.97,998,16,0.55,661
9/11/2022 15:30,0.96,939,32,0.9,640
9/11/2022 15:45,0.92,1027,64,1.32,629
9/11/2022 16:00,0.76,1020,72,1.62,616
9/11/2022 16:15,0.94,1025,53,1.2,652
9/11/2022 16:30,0.8,998,81,1.54,651
9/11/2022 16:45,0.92,992,59,1.26,636
9/11/2022 17:00,0.23,932,177,2.29,543
9/11/2022 17:15,0.51,1039,97,1.86,560
9/11/2022 17:30,0.88,991,64,1.39,591
9/11/2022 17:45,0.83,899,72,1.14,593
9/11/2022 18:00,0.43,975,183,1.88,514
9/11/2022 18:15,0.21,966,220,2.3,495
9/11/2022 18:30,0.49,863,134,1.84,496
9/11/2022 18:45,0.53,838,149,1.85,474
9/11/2022 19:00,0.1,854,232,2.67,447
9/11/2022 19:15,0.12,869,232,2.73,435
9/11/2022 19:30,0.16,817,204,2.66,427
9/11/2022 19:45,0.13,852,229,2.67,422
9/11/2022 20:00,0.12,867,246,2.88,425
9/11/2022 20:15,0.45,745,119,1.97,434
9/11/2022 20:30,0.48,803,145,1.92,444
9/11/2022 20:45,0.64,628,106,1.56,440
9/11/2022 21:00,0.03,115,12,3.54,377
9/11/2022 21:15,1,0,0,0,106
9/12/2022 9:00,0.99,1267,17,0.37,605
9/12/2022 9:15,0.58,1090,93,1.68,693
