date,sl,offered,Aband,ASA,staff
10/14/2022 13:30,1,1038,3,0.16,805
10/14/2022 13:45,1,1085,3,0.19,806
10/14/2022 14:00,0.98,1164,22,0.37,801
10/14/2022 14:15,0.97,1092,23,0.43,813
10/14/2022 14:30,0.98,1132,19,0.36,803
10/14/2022 14:45,0.98,1132,24,0.31,797
10/14/2022 15:00,0.96,1206,38,0.63,800
10/14/2022 15:15,0.95,1220,63,0.62,801
10/14/2022 15:30,0.96,1257,40,0.48,841
10/14/2022 15:45,0.99,1124,8,0.22,846
10/14/2022 16:00,0.99,1254,14,0.31,829
10/14/2022 16:15,0.99,1209,5,0.23,857
10/14/2022 16:30,0.99,1219,16,0.28,847
10/14/2022 16:45,0.99,1163,14,0.25,840
10/14/2022 17:00,0.99,1175,13,0.26,841
10/14/2022 17:15,1,1114,1,0.19,901
10/14/2022 17:30,0.99,1211,6,0.18,896
10/14/2022 17:45,0.99,1009,4,0.18,865
10/14/2022 18:00,0.98,1028,15,0.11,819
10/14/2022 18:15,0.98,971,15,0.1,801
10/14/2022 18:30,0.98,951,15,0.1,782
10/14/2022 18:45,0.98,869,10,0.11,781
10/14/2022 19:00,0.98,916,17,0.09,754
10/14/2022 19:15,0.98,999,17,0.1,735
10/14/2022 19:30,0.98,953,14,0.11,724
10/14/2022 19:45,0.98,965,9,0.1,729
10/14/2022 20:00,0.98,888,12,0.1,725
10/14/2022 20:15,0.98,863,12,0.1,728
10/14/2022 20:30,0.98,934,14,0.1,738
10/14/2022 20:45,0.98,694,9,0.1,703
10/14/2022 21:00,0.99,81,1,0.08,623
10/14/2022 21:15,1,0,0,0,134
10/15/2022 9:00,0.99,1436,5,0.19,969
10/15/2022 9:15,0.99,1323,6,0.2,1075
10/15/2022 9:30,0.99,1244,8,0.22,1104
10/15/2022 9:45,0.98,1249,10,0.22,1081
10/15/2022 10:00,0.99,1452,8,0.18,1078
10/15/2022 10:15,1,1508,2,0.2,1035
10/15/2022 10:30,0.99,1435,6,0.21,1043
10/15/2022 10:45,0.99,1397,10,0.21,1053
10/15/2022 11:00,0.99,1419,6,0.21,1022
10/15/2022 11:15,0.99,1379,6,0.23,1025
10/15/2022 11:30,1,1348,3,0.19,1043
10/15/2022 11:45,0.99,1260,6,0.2,1040
10/15/2022 12:00,0.97,1346,32,0.36,916
10/15/2022 12:15,0.99,1429,8,0.24,1066
10/15/2022 12:30,1,1315,3,0.19,1046
10/15/2022 12:45,0.99,1187,1,0.2,982
10/15/2022 13:00,1,1156,1,0.18,867
10/15/2022 13:15,0.98,1175,14,0.31,831
10/15/2022 13:30,0.99,1107,3,0.2,832
10/15/2022 13:45,0.99,1091,4,0.18,850
10/15/2022 14:00,0.99,1124,7,0.18,827
10/15/2022 14:15,1,1152,1,0.18,851
10/15/2022 14:30,1,1191,2,0.19,886
10/15/2022 14:45,1,1153,3,0.18,895
10/15/2022 15:00,0.99,1250,4,0.18,891
10/15/2022 15:15,0.99,1256,6,0.22,889
10/15/2022 15:30,0.99,1269,5,0.2,890
10/15/2022 15:45,0.99,1211,3,0.18,907
10/15/2022 16:00,1,1278,2,0.17,907
10/15/2022 16:15,0.99,1205,3,0.18,918
10/15/2022 16:30,0.99,1191,2,0.18,956
10/15/2022 16:45,0.99,1157,0,0.18,941
10/15/2022 17:00,0.98,1187,14,0.26,914
10/15/2022 17:15,1,1196,0,0.2,935
10/15/2022 17:30,0.99,1114,1,0.18,928
10/15/2022 17:45,0.99,1087,3,0.18,910
10/15/2022 18:00,0.98,1047,15,0.09,838
10/15/2022 18:15,0.98,974,18,0.09,826
10/15/2022 18:30,0.98,1026,19,0.1,816
10/15/2022 18:45,0.98,998,18,0.1,777
10/15/2022 19:00,0.99,953,12,0.09,742
10/15/2022 19:15,0.98,980,13,0.1,722
10/15/2022 19:30,0.98,1014,17,0.1,705
10/15/2022 19:45,0.98,978,18,0.11,715
10/15/2022 20:00,0.98,1007,10,0.12,717
10/15/2022 20:15,0.98,942,16,0.12,730
10/15/2022 20:30,0.98,988,17,0.09,741
10/15/2022 20:45,0.98,755,10,0.09,720
10/15/2022 21:00,0.97,79,1,0.08,644
10/15/2022 21:15,1,0,0,0,136
10/16/2022 9:00,0.99,1574,6,0.17,980
10/16/2022 9:15,0.99,1401,6,0.18,1066
10/16/2022 9:30,0.99,1320,3,0.16,1064
10/16/2022 9:45,0.99,1396,3,0.16,1066
10/16/2022 10:00,0.96,1516,55,0.48,1050
10/16/2022 10:15,0.93,1513,101,0.99,1029
10/16/2022 10:30,0.95,1644,75,0.65,1051
10/16/2022 10:45,0.99,1429,9,0.32,1055
10/16/2022 11:00,0.97,1427,33,0.48,1015
10/16/2022 11:15,0.95,1468,68,0.58,1037
10/16/2022 11:30,0.97,1410,38,0.41,1037
10/16/2022 11:45,1,1325,5,0.17,1026
10/16/2022 12:00,0.95,1193,50,0.54,898
10/16/2022 12:15,1,1299,1,0.21,993
10/16/2022 12:30,0.99,1268,4,0.18,967
10/16/2022 12:45,1,1138,3,0.17,925
10/16/2022 13:00,0.99,1083,6,0.19,854
10/16/2022 13:15,0.99,1054,2,0.17,861
10/16/2022 13:30,0.99,1100,4,0.17,848
10/16/2022 13:45,0.99,1094,5,0.23,850
10/16/2022 14:00,0.99,1123,2,0.18,857
10/16/2022 14:15,0.99,1150,7,0.2,883
10/16/2022 14:30,0.99,1190,4,0.18,892
10/16/2022 14:45,0.99,1143,4,0.18,860
10/16/2022 15:00,0.95,1194,59,0.58,844
10/16/2022 15:15,0.96,1205,49,0.66,875
10/16/2022 15:30,0.99,1241,5,0.22,876
10/16/2022 15:45,1,1143,1,0.17,887
10/16/2022 16:00,0.94,1227,77,0.64,819
10/16/2022 16:15,0.93,1263,81,0.89,843
10/16/2022 16:30,0.97,1232,34,0.46,878
10/16/2022 16:45,0.99,1190,13,0.23,880
10/16/2022 17:00,0.99,1187,5,0.19,882
10/16/2022 17:15,0.99,1197,4,0.17,956
10/16/2022 17:30,1,1210,2,0.17,949
10/16/2022 17:45,0.99,1057,2,0.16,944
10/16/2022 18:00,0.98,1040,15,0.09,865
10/16/2022 18:15,0.99,1042,7,0.09,804
10/16/2022 18:30,0.97,957,18,0.11,777
10/16/2022 18:45,0.99,951,9,0.1,737
10/16/2022 19:00,0.95,962,40,0.28,675
10/16/2022 19:15,0.9,982,92,0.53,651
10/16/2022 19:30,0.9,993,100,0.6,668
10/16/2022 19:45,0.91,1052,93,0.5,702
10/16/2022 20:00,0.98,993,22,0.2,739
10/16/2022 20:15,0.98,895,10,0.11,721
10/16/2022 20:30,0.98,879,11,0.1,691
10/16/2022 20:45,0.98,748,11,0.09,658
10/16/2022 21:00,0.94,101,6,0.52,603
10/16/2022 21:15,1,0,0,0,148
10/17/2022 9:00,0.99,1551,4,0.17,984
10/17/2022 9:15,1,1331,4,0.16,1077
10/17/2022 9:30,0.99,1248,2,0.17,1088
10/17/2022 9:45,1,1303,2,0.17,1080
10/17/2022 10:00,1,1464,2,0.17,1084
10/17/2022 10:15,0.99,1468,3,0.16,1060
10/17/2022 10:30,1,1428,1,0.18,1061
10/17/2022 10:45,0.99,1361,8,0.18,1040
10/17/2022 11:00,0.99,1447,2,0.18,1048
10/17/2022 11:15,0.99,1332,3,0.19,1064
10/17/2022 11:30,0.99,1298,0,0.18,1058
10/17/2022 11:45,0.99,1193,1,0.19,1050
10/17/2022 12:00,0.99,1258,3,0.19,958
10/17/2022 12:15,1,1160,2,0.19,1101
10/17/2022 12:30,0.99,1168,9,0.17,1070
10/17/2022 12:45,1,1089,1,0.18,1025
10/17/2022 13:00,0.99,1171,4,0.18,880
10/17/2022 13:15,1,1072,1,0.15,901
10/17/2022 13:30,1,1027,2,0.16,907
10/17/2022 13:45,1,1082,1,0.17,911
10/17/2022 14:00,0.99,1110,2,0.16,876
10/17/2022 14:15,0.95,1047,3,0.17,722
10/17/2022 14:30,0.93,1038,1,0.17,465
10/17/2022 14:45,1,1198,2,0.16,695
10/17/2022 15:00,0.99,1120,4,0.18,803
10/17/2022 15:15,0.99,1166,4,0.18,852
10/17/2022 15:30,0.99,1184,6,0.17,854
10/17/2022 15:45,0.99,1115,5,0.16,879
10/17/2022 16:00,0.98,1223,18,0.31,846
10/17/2022 16:15,0.99,1192,10,0.26,855
10/17/2022 16:30,0.99,1249,8,0.18,897
10/17/2022 16:45,0.99,1145,10,0.23,889
10/17/2022 17:00,1,1225,2,0.23,875
10/17/2022 17:15,0.99,1126,4,0.19,950
10/17/2022 17:30,0.99,1115,5,0.17,964
10/17/2022 17:45,0.99,1016,2,0.17,941
10/17/2022 18:00,0.98,1066,17,0.09,881
10/17/2022 18:15,0.98,1039,13,0.12,849
10/17/2022 18:30,0.98,992,18,0.09,867
10/17/2022 18:45,0.99,936,6,0.09,836
10/17/2022 19:00,0.99,982,8,0.1,786
10/17/2022 19:15,0.98,964,10,0.12,752
10/17/2022 19:30,0.98,1004,19,0.12,742
10/17/2022 19:45,0.98,985,10,0.1,755
10/17/2022 20:00,0.98,963,13,0.09,772
10/17/2022 20:15,0.98,880,11,0.1,786
10/17/2022 20:30,0.98,916,14,0.1,767
10/17/2022 20:45,0.98,766,11,0.09,759
10/17/2022 21:00,0.98,87,1,0.07,699
10/17/2022 21:15,1,0,0,0,145
10/18/2022 9:00,0.99,1552,4,0.18,902
10/18/2022 9:15,1,1328,3,0.18,1019
10/18/2022 9:30,0.99,1294,5,0.18,1045
10/18/2022 9:45,0.99,1380,2,0.19,1060
10/18/2022 10:00,0.99,1414,5,0.17,1059
10/18/2022 10:15,1,1405,3,0.19,1032
10/18/2022 10:30,0.99,1432,8,0.19,1024
10/18/2022 10:45,0.99,1414,8,0.2,1007
10/18/2022 11:00,0.99,1431,9,0.24,980
10/18/2022 11:15,1,1375,5,0.19,1005
10/18/2022 11:30,0.99,1274,4,0.21,1026
10/18/2022 11:45,0.99,1191,5,0.21,1048
10/18/2022 12:00,0.99,1172,7,0.19,930
10/18/2022 12:15,0.99,1176,7,0.2,1012
10/18/2022 12:30,0.99,1117,4,0.19,1012
10/18/2022 12:45,0.99,1073,2,0.2,962
10/18/2022 13:00,0.99,1043,4,0.18,847
10/18/2022 13:15,0.99,940,4,0.2,832
10/18/2022 13:30,0.99,1117,4,0.19,824
10/18/2022 13:45,0.99,1039,5,0.22,807
10/18/2022 14:00,0.99,1094,9,0.19,785
10/18/2022 14:15,0.99,1074,5,0.24,796
10/18/2022 14:30,0.99,1083,9,0.25,795
10/18/2022 14:45,0.99,1099,11,0.25,787
10/18/2022 15:00,0.98,1123,16,0.28,786
10/18/2022 15:15,0.98,1061,19,0.3,808
10/18/2022 15:30,0.97,1163,29,0.42,791
10/18/2022 15:45,0.98,1133,23,0.4,802
10/18/2022 16:00,0.98,1148,12,0.24,811
10/18/2022 16:15,1,1138,4,0.21,832
10/18/2022 16:30,0.99,1119,8,0.22,861
10/18/2022 16:45,0.99,1129,10,0.24,835
10/18/2022 17:00,0.99,1134,7,0.2,866
10/18/2022 17:15,0.99,1104,8,0.19,920
10/18/2022 17:30,0.99,1028,6,0.19,912
10/18/2022 17:45,1,978,2,0.17,907
10/18/2022 18:00,0.97,984,19,0.1,859
10/18/2022 18:15,0.98,946,13,0.12,827
10/18/2022 18:30,0.98,991,16,0.13,818
10/18/2022 18:45,0.99,908,9,0.13,802
10/18/2022 19:00,0.98,974,18,0.12,772
10/18/2022 19:15,0.98,933,14,0.12,734
10/18/2022 19:30,0.98,974,15,0.12,713
10/18/2022 19:45,0.98,937,13,0.1,716
10/18/2022 20:00,0.98,958,10,0.14,726
10/18/2022 20:15,0.98,924,14,0.12,745
10/18/2022 20:30,0.99,854,10,0.11,736
10/18/2022 20:45,0.98,734,9,0.12,729
10/18/2022 21:00,1,78,0,0.13,663
10/18/2022 21:15,1,0,0,0,169
10/19/2022 9:00,0.99,1577,6,0.18,917
10/19/2022 9:15,1,1322,3,0.17,1009
10/19/2022 9:30,1,1289,1,0.19,1003
10/19/2022 9:45,0.99,1354,10,0.2,988
10/19/2022 10:00,0.99,1350,6,0.2,1005
10/19/2022 10:15,0.99,1428,11,0.21,998
10/19/2022 10:30,0.99,1361,4,0.22,979
10/19/2022 10:45,0.99,1315,12,0.23,938
10/19/2022 11:00,0.95,1361,65,0.73,907
10/19/2022 11:15,0.96,1362,47,0.53,916
10/19/2022 11:30,0.99,1317,6,0.21,945
10/19/2022 11:45,0.99,1140,10,0.21,962
10/19/2022 12:00,0.99,1187,6,0.2,886
10/19/2022 12:15,0.99,1177,5,0.19,1046
10/19/2022 12:30,0.99,1168,2,0.21,1021
10/19/2022 12:45,0.99,1009,8,0.2,939
10/19/2022 13:00,0.99,1058,2,0.2,829
10/19/2022 13:15,0.99,1020,9,0.2,812
10/19/2022 13:30,0.99,942,4,0.18,799
10/19/2022 13:45,0.99,989,8,0.2,809
10/19/2022 14:00,0.99,1027,4,0.18,746
10/19/2022 14:15,0.99,1062,7,0.18,753
10/19/2022 14:30,0.99,1054,2,0.19,778
10/19/2022 14:45,0.99,1049,7,0.21,790
10/19/2022 15:00,0.98,1154,15,0.35,773
10/19/2022 15:15,0.99,1043,3,0.2,793
10/19/2022 15:30,0.99,1106,2,0.21,813
10/19/2022 15:45,1,1113,3,0.2,817
10/19/2022 16:00,0.99,1079,6,0.2,822
10/19/2022 16:15,0.99,1137,4,0.18,845
10/19/2022 16:30,0.99,1112,6,0.22,880
10/19/2022 16:45,0.99,1118,7,0.23,871
10/19/2022 17:00,0.99,1094,7,0.22,860
10/19/2022 17:15,0.99,1074,9,0.2,912
10/19/2022 17:30,0.99,1072,6,0.17,897
10/19/2022 17:45,1,1013,2,0.18,906
10/19/2022 18:00,0.98,944,14,0.11,838
10/19/2022 18:15,0.98,985,19,0.1,792
10/19/2022 18:30,0.97,923,15,0.13,773
10/19/2022 18:45,0.98,898,14,0.12,752
10/19/2022 19:00,0.97,931,21,0.21,688
10/19/2022 19:15,0.93,948,64,0.4,675
10/19/2022 19:30,0.97,914,29,0.23,677
10/19/2022 19:45,0.96,907,30,0.24,705
10/19/2022 20:00,0.98,908,9,0.11,705
10/19/2022 20:15,0.97,875,17,0.11,716
10/19/2022 20:30,0.98,830,14,0.1,718
10/19/2022 20:45,0.98,742,10,0.1,703
10/19/2022 21:00,0.99,70,1,0.11,654
10/19/2022 21:15,1,0,0,0,143
10/20/2022 9:00,1,1503,4,0.17,927
10/20/2022 9:15,1,1336,1,0.16,1035
10/20/2022 9:30,0.99,1324,7,0.18,1037
10/20/2022 9:45,0.99,1374,6,0.18,1024
10/20/2022 10:00,0.97,1399,35,0.43,1015
10/20/2022 10:15,0.95,1479,73,0.66,989
10/20/2022 10:30,0.96,1457,48,0.53,971
10/20/2022 10:45,0.95,1456,73,0.69,965
10/20/2022 11:00,0.91,1443,127,1.1,959
10/20/2022 11:15,0.91,1515,118,1.11,991
10/20/2022 11:30,0.99,1289,5,0.2,993
10/20/2022 11:45,0.99,1305,5,0.18,973
10/20/2022 12:00,0.95,1256,64,0.65,850
10/20/2022 12:15,0.99,1244,4,0.22,1017
10/20/2022 12:30,1,1238,3,0.17,981
10/20/2022 12:45,1,1089,2,0.17,933
10/20/2022 13:00,0.99,1070,12,0.32,808
10/20/2022 13:15,0.99,1148,10,0.25,821
10/20/2022 13:30,0.99,1114,4,0.21,818
10/20/2022 13:45,0.99,1044,7,0.2,831
10/20/2022 14:00,0.92,1131,87,0.9,753
10/20/2022 14:15,0.93,1184,75,0.82,821
10/20/2022 14:30,0.95,1177,47,0.6,852
10/20/2022 14:45,0.94,1129,68,0.82,819
10/20/2022 15:00,0.83,1319,144,1.46,824
10/20/2022 15:15,0.97,1253,29,0.53,944
10/20/2022 15:30,0.96,1281,43,0.57,903
10/20/2022 15:45,0.93,1203,85,0.93,827
10/20/2022 16:00,0.92,1277,103,1.19,827
10/20/2022 16:15,0.94,1254,70,0.75,870
10/20/2022 16:30,0.95,1252,62,0.74,880
10/20/2022 16:45,0.91,1172,93,1.01,857
10/20/2022 17:00,0.94,1328,77,0.91,860
10/20/2022 17:15,1,1241,1,0.18,963
10/20/2022 17:30,0.99,1133,2,0.17,916
10/20/2022 17:45,1,1059,3,0.16,883
10/20/2022 18:00,0.98,1070,14,0.11,800
10/20/2022 18:15,0.96,1001,34,0.23,736
10/20/2022 18:30,0.98,983,14,0.14,729
10/20/2022 18:45,0.95,959,42,0.27,704
10/20/2022 19:00,0.84,1051,164,1.21,675
10/20/2022 19:15,0.84,1095,175,1.15,721
10/20/2022 19:30,0.86,1060,139,0.74,736
10/20/2022 19:45,0.91,1055,96,0.7,733
10/20/2022 20:00,0.88,1046,120,0.66,735
10/20/2022 20:15,0.92,991,76,0.46,740
10/20/2022 20:30,0.93,968,61,0.44,703
10/20/2022 20:45,0.89,849,88,0.59,674
10/20/2022 21:00,0.87,149,12,1.38,610
10/20/2022 21:15,1,0,0,0,167
10/21/2022 9:00,0.99,1481,3,0.17,892
10/21/2022 9:15,0.99,1338,1,0.18,952
10/21/2022 9:30,0.97,1317,30,0.43,944
10/21/2022 9:45,0.95,1363,65,0.53,921
10/21/2022 10:00,0.95,1406,70,0.56,945
10/21/2022 10:15,0.9,1453,136,1.14,935
10/21/2022 10:30,0.92,1512,117,1.09,974
10/21/2022 10:45,0.92,1395,108,0.86,983
10/21/2022 11:00,0.86,1495,145,1.32,964
10/21/2022 11:15,0.92,1509,113,0.93,1002
10/21/2022 11:30,0.94,1445,87,0.7,993
10/21/2022 11:45,0.98,1332,22,0.34,949
10/21/2022 12:00,0.92,1228,91,0.91,866
10/21/2022 12:15,0.99,1325,2,0.25,1042
10/21/2022 12:30,1,1233,1,0.17,1022
10/21/2022 12:45,0.99,1144,4,0.18,960
10/21/2022 13:00,0.97,1142,33,0.4,839
10/21/2022 13:15,0.96,1232,49,0.66,808
10/21/2022 13:30,0.96,1205,50,0.55,822
10/21/2022 13:45,0.96,1098,33,0.52,843
10/21/2022 14:00,0.99,1163,13,0.3,824
10/21/2022 14:15,0.99,1146,3,0.18,870
10/21/2022 14:30,0.99,1168,1,0.18,882
10/21/2022 14:45,0.99,1149,6,0.17,879
10/21/2022 15:00,0.99,1193,2,0.21,857
10/21/2022 15:15,0.98,1121,19,0.36,835
10/21/2022 15:30,0.98,1175,25,0.44,805
10/21/2022 15:45,0.96,1168,46,0.52,814
10/21/2022 16:00,0.95,1236,54,0.61,845
10/21/2022 16:15,0.99,1150,4,0.22,883
10/21/2022 16:30,0.96,1215,48,0.49,866
10/21/2022 16:45,0.97,1158,30,0.49,861
10/21/2022 17:00,0.95,1195,56,0.77,822
10/21/2022 17:15,0.99,1164,3,0.23,864
10/21/2022 17:30,1,1047,1,0.16,881
10/21/2022 17:45,0.99,979,2,0.17,863
10/21/2022 18:00,0.98,982,15,0.1,794
10/21/2022 18:15,0.98,946,10,0.1,734
10/21/2022 18:30,0.98,919,11,0.1,724
10/21/2022 18:45,0.96,892,28,0.16,686
10/21/2022 19:00,0.9,943,88,0.51,639
10/21/2022 19:15,0.95,883,42,0.24,662
10/21/2022 19:30,0.97,849,18,0.12,652
10/21/2022 19:45,0.97,876,15,0.13,647
10/21/2022 20:00,0.98,846,18,0.23,646
10/21/2022 20:15,0.97,820,21,0.13,658
10/21/2022 20:30,0.99,783,9,0.08,641
10/21/2022 20:45,0.98,670,10,0.11,615
10/21/2022 21:00,0.93,88,6,0.83,568
10/21/2022 21:15,1,0,0,0,125
10/22/2022 9:00,1,1391,1,0.16,856
10/22/2022 9:15,0.99,1228,8,0.22,912
10/22/2022 9:30,1,1168,2,0.16,909
10/22/2022 9:45,0.98,1189,19,0.33,884
10/22/2022 10:00,1,1299,3,0.2,911
10/22/2022 10:15,0.97,1270,39,0.51,878
10/22/2022 10:30,0.89,1334,133,1.2,885
10/22/2022 10:45,0.6,1437,196,1.68,897
10/22/2022 11:00,0.75,1383,170,1.56,926
10/22/2022 11:15,0.67,1406,183,1.63,924
10/22/2022 11:30,0.9,1323,119,1.07,912
10/22/2022 11:45,0.97,1237,35,0.48,900
10/22/2022 12:00,0.82,1210,109,1.11,833
10/22/2022 12:15,1,1360,3,0.24,1003
10/22/2022 12:30,1,1091,2,0.19,989
10/22/2022 12:45,0.99,1122,4,0.18,959
10/22/2022 13:00,0.98,1112,17,0.34,845
10/22/2022 13:15,0.99,1113,7,0.23,822
10/22/2022 13:30,0.96,1126,39,0.55,803
10/22/2022 13:45,0.98,1136,20,0.38,810
10/22/2022 14:00,0.96,1187,43,0.46,832
10/22/2022 14:15,0.99,1101,7,0.24,839
10/22/2022 14:30,0.99,1146,3,0.17,863
10/22/2022 14:45,0.99,1194,2,0.17,878
10/22/2022 15:00,0.99,1212,4,0.19,863
10/22/2022 15:15,0.99,1169,1,0.19,882
10/22/2022 15:30,0.99,1162,5,0.21,883
10/22/2022 15:45,1,1176,2,0.16,883
10/22/2022 16:00,0.99,1229,14,0.26,859
10/22/2022 16:15,1,1214,3,0.17,879
10/22/2022 16:30,0.99,1270,5,0.21,895
10/22/2022 16:45,0.99,1192,8,0.24,893
10/22/2022 17:00,0.99,1218,10,0.26,885
10/22/2022 17:15,0.99,1225,3,0.17,908
10/22/2022 17:30,0.99,1148,2,0.17,929
10/22/2022 17:45,0.99,1054,2,0.18,896
10/22/2022 18:00,0.99,1033,9,0.09,782
10/22/2022 18:15,0.99,947,12,0.1,754
10/22/2022 18:30,0.98,941,14,0.09,738
10/22/2022 18:45,0.99,912,7,0.09,708
10/22/2022 19:00,0.95,876,46,0.32,636
10/22/2022 19:15,0.87,992,126,0.88,628
10/22/2022 19:30,0.93,924,63,0.35,668
10/22/2022 19:45,0.97,929,25,0.23,677
10/22/2022 20:00,0.96,878,27,0.19,667
10/22/2022 20:15,0.98,783,8,0.1,670
10/22/2022 20:30,0.99,732,6,0.08,670
10/22/2022 20:45,0.99,652,5,0.09,658
10/22/2022 21:00,0.99,91,0,0.11,602
10/22/2022 21:15,1,0,0,0,150
10/23/2022 9:00,0.99,1496,3,0.17,951
10/23/2022 9:15,1,1355,2,0.17,1043
10/23/2022 9:30,0.99,1250,4,0.17,1040
10/23/2022 9:45,0.99,1323,5,0.19,1028
10/23/2022 10:00,1,1418,1,0.18,1058
10/23/2022 10:15,0.98,1399,16,0.28,1034
10/23/2022 10:30,0.96,1464,50,0.5,1011
10/23/2022 10:45,0.96,1386,47,0.49,1005
10/23/2022 11:00,0.95,1406,56,0.63,1011
10/23/2022 11:15,0.99,1345,15,0.32,1005
10/23/2022 11:30,0.98,1221,1,0.18,1016
10/23/2022 11:45,0.97,1265,8,0.19,1017
10/23/2022 12:00,0.98,1200,7,0.27,912
10/23/2022 12:15,0.99,1199,4,0.18,1079
10/23/2022 12:30,0.99,1208,2,0.17,1085
10/23/2022 12:45,0.99,1124,2,0.18,1039
10/23/2022 13:00,1,1048,3,0.17,887
10/23/2022 13:15,1,1020,1,0.17,866
10/23/2022 13:30,1,1005,1,0.17,881
10/23/2022 13:45,0.99,1022,4,0.18,872
10/23/2022 14:00,0.99,1085,3,0.17,860
10/23/2022 14:15,0.99,1120,2,0.17,876
10/23/2022 14:30,1,1188,1,0.17,882
10/23/2022 14:45,0.99,1132,2,0.17,884
10/23/2022 15:00,0.99,1116,4,0.17,870
10/23/2022 15:15,0.99,1144,3,0.18,878
10/23/2022 15:30,0.99,1118,4,0.18,879
10/23/2022 15:45,0.99,935,4,0.19,845
10/23/2022 16:00,0.99,978,5,0.19,830
10/23/2022 16:15,0.99,1048,6,0.17,860
10/23/2022 16:30,1,1144,2,0.16,869
10/23/2022 16:45,0.99,1127,4,0.18,898
10/23/2022 17:00,0.99,1130,2,0.18,906
10/23/2022 17:15,0.99,1067,2,0.18,962
10/23/2022 17:30,1,999,1,0.16,963
10/23/2022 17:45,0.99,1009,6,0.17,944
10/23/2022 18:00,0.98,1021,19,0.09,851
10/23/2022 18:15,0.98,898,14,0.1,798
10/23/2022 18:30,0.98,970,14,0.09,802
10/23/2022 18:45,0.98,905,16,0.1,789
10/23/2022 19:00,0.97,925,17,0.1,738
10/23/2022 19:15,0.97,862,12,0.16,719
10/23/2022 19:30,0.99,931,7,0.13,697
10/23/2022 19:45,0.99,904,9,0.09,715
10/23/2022 20:00,0.98,930,15,0.1,727
10/23/2022 20:15,0.98,836,10,0.08,759
10/23/2022 20:30,0.97,847,14,0.12,759
10/23/2022 20:45,1,681,3,0.09,737
10/23/2022 21:00,0.98,66,0,0.11,675
10/23/2022 21:15,1,0,0,0,164
10/24/2022 9:00,0.99,1493,3,0.17,908
10/24/2022 9:15,1,1286,3,0.17,1010
10/24/2022 9:30,0.99,1256,4,0.18,1005
10/24/2022 9:45,0.99,1231,5,0.19,996
10/24/2022 10:00,1,1421,5,0.19,998
10/24/2022 10:15,0.99,1297,8,0.21,964
10/24/2022 10:30,0.99,1374,8,0.23,976
10/24/2022 10:45,0.99,1263,5,0.22,944
10/24/2022 11:00,0.99,1287,7,0.28,913
10/24/2022 11:15,1,1196,1,0.17,934
10/24/2022 11:30,0.99,1145,2,0.18,930
10/24/2022 11:45,0.99,1131,1,0.18,925
10/24/2022 12:00,0.99,1055,3,0.17,850
10/24/2022 12:15,1,1117,1,0.17,1010
10/24/2022 12:30,1,1093,1,0.17,1034
10/24/2022 12:45,1,964,1,0.17,974
10/24/2022 13:00,1,1035,0,0.16,824
10/24/2022 13:15,0.99,974,4,0.15,808
10/24/2022 13:30,1,1012,3,0.16,809
10/24/2022 13:45,0.99,950,2,0.19,808
10/24/2022 14:00,0.99,952,2,0.18,806
10/24/2022 14:15,0.99,1063,6,0.17,832
10/24/2022 14:30,1,978,2,0.16,820
10/24/2022 14:45,0.99,1039,3,0.18,836
10/24/2022 15:00,1,1058,5,0.17,759
10/24/2022 15:15,0.99,1039,3,0.18,797
10/24/2022 15:30,0.99,1094,4,0.2,762
10/24/2022 15:45,0.99,1106,7,0.25,790
10/24/2022 16:00,1,1043,2,0.18,795
10/24/2022 16:15,1,1063,2,0.18,824
10/24/2022 16:30,0.99,1044,3,0.18,843
10/24/2022 16:45,0.98,1044,15,0.23,827
10/24/2022 17:00,0.99,1091,2,0.19,855
10/24/2022 17:15,0.99,1017,6,0.17,909
10/24/2022 17:30,0.99,980,4,0.17,951
10/24/2022 17:45,1,955,3,0.18,938
10/24/2022 18:00,0.98,862,18,0.08,843
10/24/2022 18:15,0.99,860,6,0.1,762
10/24/2022 18:30,0.98,900,11,0.1,765
10/24/2022 18:45,0.98,890,13,0.12,755
10/24/2022 19:00,0.98,873,16,0.1,714
10/24/2022 19:15,0.98,867,11,0.11,693
10/24/2022 19:30,0.98,825,10,0.1,677
10/24/2022 19:45,0.98,842,13,0.12,682
10/24/2022 20:00,0.97,901,18,0.11,714
10/24/2022 20:15,0.99,897,10,0.1,748
10/24/2022 20:30,0.98,814,11,0.13,746
10/24/2022 20:45,0.98,657,5,0.11,722
10/24/2022 21:00,0.98,66,0,0.14,663
10/24/2022 21:15,1,0,0,0,141
10/25/2022 9:00,0.99,1530,6,0.17,906
10/25/2022 9:15,0.99,1250,4,0.18,961
10/25/2022 9:30,0.99,1292,1,0.19,958
10/25/2022 9:45,0.99,1268,5,0.18,955
10/25/2022 10:00,0.98,1369,27,0.32,963
10/25/2022 10:15,0.92,1402,115,1,928
10/25/2022 10:30,0.91,1442,127,1.13,952
10/25/2022 10:45,0.95,1374,56,0.65,990
10/25/2022 11:00,0.93,1386,87,0.71,959
10/25/2022 11:15,0.94,1331,72,0.64,967
10/25/2022 11:30,0.98,1229,13,0.35,945
10/25/2022 11:45,0.99,1163,5,0.16,942
10/25/2022 12:00,0.98,1146,24,0.34,862
10/25/2022 12:15,1,1111,2,0.18,1039
10/25/2022 12:30,0.99,1167,3,0.18,992
